duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_cre,attack_type
272,udp,eco_i,RSTO,3216,11531,1,0,1,0,1,0,0,0,0,9,4,probe
481,udp,eco_i,RSTR,4360,10075,0,0,0,5,0,1,1,0,0,5,3,normal
492,icmp,eco_i,REJ,3568,16356,1,0,1,3,0,1,3,0,0,3,1,probe
3117,icmp,dns,RSTO,124641,311,1,0,2,5,0,0,2,0,0,2,1,dos
320,icmp,eco_i,S0,826,593,1,0,0,0,0,1,6,1,1,8,3,u2r
245,tcp,ftp,RSTO,2155,570,0,1,0,1,1,0,4,0,0,0,3,probe
257,udp,eco_i,REJ,193,761,1,1,0,1,4,0,1,0,0,1,3,r2l
390,tcp,ssh,RSTO,2597,1391,0,0,0,4,0,1,0,0,0,0,3,normal
544,tcp,smtp,RSTR,3226,13578,1,1,0,6,1,1,0,0,0,2,3,probe
1815,tcp,smtp,REJ,153584,485,1,0,1,6,1,0,3,0,0,5,4,dos
1271,tcp,smtp,SF,92535,251,0,1,0,1,1,0,1,0,0,7,4,dos
757,udp,dns,SF,133623,53,1,2,0,5,1,0,5,0,0,9,1,dos
759,tcp,smtp,REJ,14208,2857,0,1,0,4,0,1,0,0,0,7,4,normal
975,icmp,ftp,RSTO,2279,6933,0,0,1,2,1,1,3,0,0,3,3,probe
3207,udp,http,RSTR,153657,314,0,0,0,1,1,0,4,0,0,8,3,dos
521,tcp,telnet,RSTO,4398,3685,0,0,0,4,0,1,0,0,0,7,2,normal
1470,udp,telnet,SF,1325,2609,1,0,0,5,0,1,2,0,0,4,3,normal
217,icmp,http,SF,144,937,0,1,0,3,3,1,4,0,0,1,0,r2l
512,udp,finger,RSTO,6255,9671,1,0,0,4,0,1,2,0,0,5,2,probe
1244,udp,ssh,S0,109162,199,0,2,0,6,1,0,3,0,0,2,4,dos
734,icmp,finger,SH,11170,9287,0,1,0,5,1,1,0,0,0,5,2,normal
1103,tcp,ssh,SH,304,2771,1,0,0,3,0,1,0,0,0,4,3,normal
45,icmp,smtp,S0,22,234,1,0,0,0,5,1,4,0,0,2,2,r2l
274,udp,ftp,REJ,2582,2986,0,1,0,2,0,1,2,0,0,4,2,normal
405,udp,eco_i,RSTO,1749,16875,0,0,1,2,1,0,4,0,0,3,2,probe
1450,udp,smtp,REJ,4479,13704,0,0,0,1,1,1,1,0,0,5,4,normal
284,icmp,telnet,S0,4064,9612,0,1,1,2,0,0,3,0,0,1,0,probe
2762,udp,eco_i,SH,18788,140,0,0,2,2,0,0,3,0,0,9,4,dos
280,udp,dns,SF,281,500,1,1,0,5,3,1,3,0,0,6,0,r2l
804,icmp,eco_i,SH,6170,8584,1,0,1,6,0,1,4,0,0,3,0,probe
344,udp,smtp,SH,958,8841,1,1,0,5,1,1,1,0,0,3,4,normal
527,icmp,finger,RSTR,13171,4302,0,0,0,4,1,1,1,0,0,9,2,normal
1254,udp,http,S0,4934,13396,1,0,0,3,0,1,0,0,0,5,2,normal
322,tcp,finger,SF,899,1299,1,1,0,0,0,1,3,1,1,0,3,u2r
747,icmp,telnet,S0,1110,4694,1,0,1,6,1,1,1,0,0,0,4,probe
293,icmp,finger,S0,629,585,0,1,0,5,4,0,2,0,0,7,3,r2l
727,tcp,ssh,RSTO,3091,5935,1,1,1,5,0,1,1,0,0,9,0,probe
931,udp,eco_i,SH,3942,9362,1,0,0,4,1,1,0,0,0,5,4,probe
546,udp,telnet,RSTO,1321,12922,0,0,0,5,0,1,1,0,0,2,2,normal
2307,udp,telnet,REJ,43034,12,1,2,2,6,1,0,2,0,0,0,3,dos
211,tcp,dns,SH,119,1250,1,1,0,3,0,1,6,0,1,6,2,u2r
285,tcp,telnet,SH,618,1171,1,0,0,1,1,1,5,0,0,3,3,u2r
973,tcp,http,RSTR,4366,18197,0,1,0,6,1,0,2,0,0,6,2,probe
278,udp,eco_i,REJ,376,139,0,1,0,5,4,1,3,0,0,4,2,r2l
312,udp,http,S0,6327,2249,0,1,0,4,1,1,4,0,0,3,2,probe
321,tcp,dns,RSTO,543,740,0,1,0,1,2,1,5,0,0,0,4,r2l
166,tcp,telnet,SF,137,646,0,1,0,4,3,1,2,0,0,5,1,r2l
282,icmp,finger,RSTR,126,896,1,0,0,5,4,1,1,0,0,1,2,r2l
1032,udp,telnet,SH,7552,10008,1,0,0,0,0,0,4,0,0,4,1,probe
301,tcp,ssh,SF,505,1056,0,1,0,3,1,1,6,1,1,4,2,u2r
797,tcp,eco_i,RSTR,4618,3158,0,1,1,0,1,0,4,0,0,0,4,probe
306,icmp,dns,RSTO,288,991,0,0,0,6,1,1,7,0,1,0,1,u2r
813,udp,smtp,S0,3945,11351,0,1,0,2,1,1,4,0,0,7,4,probe
344,udp,smtp,SH,648,18297,0,1,1,2,0,1,4,0,0,2,3,probe
3026,udp,smtp,SF,83292,74,1,1,1,3,0,0,5,0,0,0,1,dos
582,icmp,http,REJ,3445,18172,0,0,1,3,0,1,2,0,0,8,1,probe
547,udp,smtp,REJ,8446,5585,1,0,0,5,0,1,0,0,0,5,1,normal
642,udp,finger,S0,2016,15684,0,0,0,5,1,1,4,0,0,7,0,probe
7,icmp,finger,RSTR,482,493,0,1,0,0,2,1,1,0,0,3,0,r2l
2483,icmp,finger,REJ,29303,427,1,2,1,6,0,0,4,0,0,7,4,dos
90,icmp,ssh,REJ,1829,669,1,0,0,1,0,1,9,1,1,9,4,u2r
892,udp,smtp,RSTO,3087,15192,1,1,1,5,1,1,0,0,0,8,4,probe
891,icmp,dns,SH,5403,6859,1,1,0,1,1,1,1,0,0,8,0,probe
102,udp,ftp,SF,613,172,0,1,0,0,0,1,6,1,1,2,0,u2r
208,udp,telnet,SF,926,11215,1,1,0,0,1,1,1,0,0,2,1,probe
98,udp,ftp,RSTO,75,245,0,1,0,1,2,1,6,0,0,6,4,r2l
369,tcp,eco_i,RSTR,8113,14403,0,1,0,1,0,1,1,0,0,0,1,normal
602,udp,ssh,RSTO,623,11399,1,1,0,2,0,1,0,0,0,9,2,normal
995,icmp,ftp,S0,10682,2363,1,1,0,4,0,1,1,0,0,7,0,normal
140,tcp,ftp,SF,362,588,1,1,0,0,2,1,1,0,0,8,1,r2l
3784,icmp,ftp,S0,126900,371,1,2,2,3,1,0,4,0,0,4,2,dos
515,udp,dns,S0,4804,13778,0,1,0,6,0,1,0,0,0,7,3,probe
296,icmp,smtp,REJ,1631,16783,0,1,0,1,1,1,2,0,0,1,1,normal
1893,icmp,dns,S0,63880,95,1,2,1,4,1,0,1,0,0,6,4,dos
521,tcp,telnet,S0,6552,2270,0,1,0,6,0,0,4,0,0,4,3,probe
1095,udp,telnet,REJ,10583,2070,1,0,0,4,1,1,1,0,0,1,2,normal
148,tcp,ftp,SF,250,935,0,1,0,0,2,0,3,0,0,9,1,r2l
254,tcp,telnet,REJ,559,1210,1,0,0,5,1,1,9,1,1,9,0,u2r
2716,icmp,http,RSTO,30800,183,1,2,2,4,1,0,0,0,0,6,1,dos
308,tcp,http,SF,9115,3206,0,0,0,4,1,1,0,0,0,3,0,normal
95,tcp,ftp,RSTO,268,704,1,0,0,1,0,1,8,0,0,4,4,u2r
62,udp,ftp,SF,712,17243,0,1,0,2,1,0,0,0,0,6,3,probe
680,udp,dns,RSTR,2073,19307,1,0,0,1,1,1,0,0,0,4,0,probe
1516,icmp,finger,SH,13016,9092,1,1,0,0,0,1,1,0,0,4,4,normal
3113,icmp,smtp,SF,55573,61,1,2,1,3,0,0,2,0,0,9,3,dos
447,tcp,telnet,RSTR,9947,4331,1,1,0,5,0,1,1,0,0,8,4,normal
285,icmp,http,REJ,348,1018,1,0,0,6,0,1,8,1,1,1,0,u2r
148,tcp,telnet,SH,3032,15297,1,0,0,0,1,1,2,0,0,2,0,probe
211,udp,ssh,SF,131,631,1,1,0,6,3,1,2,0,0,0,1,r2l
1315,udp,ftp,RSTR,70709,225,0,1,2,5,1,0,2,0,0,6,1,dos
699,udp,finger,S0,652,12571,0,0,0,5,0,1,2,0,0,0,4,normal
327,tcp,http,SF,4695,18347,1,0,1,2,1,1,0,0,0,5,0,probe
1250,icmp,finger,S0,131948,48,0,0,0,1,0,0,5,0,0,3,1,dos
35,icmp,smtp,SH,711,421,0,0,0,6,1,1,7,1,0,2,2,u2r
1830,icmp,eco_i,REJ,65577,32,0,2,1,2,1,0,4,0,0,1,3,dos
139,udp,dns,SF,1096,363,0,0,1,0,0,1,3,0,0,2,0,probe
414,tcp,finger,SF,11273,6182,1,0,0,0,0,1,1,0,0,7,4,normal
331,tcp,ssh,S0,1545,462,0,0,0,0,1,1,5,0,1,1,0,u2r
730,tcp,ftp,REJ,2180,13031,1,1,1,5,1,1,2,0,0,0,4,probe
107,tcp,dns,RSTO,5910,3710,1,1,0,6,0,1,4,0,0,7,4,probe
331,tcp,finger,RSTR,626,111,0,1,0,3,0,1,4,1,1,5,3,u2r
512,icmp,telnet,RSTO,2842,2927,1,1,0,0,1,1,1,0,0,3,2,probe
245,udp,eco_i,SH,2962,10281,1,1,1,0,1,0,4,0,0,2,3,probe
1396,udp,telnet,S0,7531,1953,1,1,0,1,0,1,2,0,0,3,1,normal
291,icmp,ssh,SF,925,1326,1,1,0,3,0,1,7,0,0,6,3,u2r
55,udp,eco_i,SH,434,579,1,1,0,5,2,0,4,0,0,1,2,r2l
3602,icmp,smtp,S0,14747,70,0,2,0,2,1,0,5,0,0,3,3,dos
436,udp,telnet,REJ,6913,12711,1,0,0,4,0,1,1,0,0,9,3,normal
2103,udp,finger,SH,93753,171,1,1,1,5,0,0,2,0,0,1,2,dos
57,icmp,dns,S0,223,280,0,1,0,1,4,0,4,0,0,0,0,r2l
2061,tcp,telnet,RSTR,95235,248,1,2,0,3,0,0,1,0,0,2,0,dos
438,icmp,eco_i,RSTO,10334,12366,0,0,0,0,1,1,0,0,0,3,4,normal
166,tcp,dns,S0,5987,4326,0,0,0,0,1,0,4,0,0,0,2,probe
483,tcp,dns,S0,194,14379,1,1,0,2,0,1,0,0,0,1,2,normal
140,icmp,smtp,SF,247,737,1,0,0,4,3,1,3,0,0,7,0,r2l
73,udp,smtp,SF,686,1298,1,1,0,5,0,1,7,0,1,5,0,u2r
17,udp,http,RSTR,1500,1079,1,0,0,4,0,1,5,1,1,8,4,u2r
513,icmp,smtp,RSTR,4100,6367,1,0,0,2,1,0,4,0,0,9,2,probe
157,tcp,smtp,RSTO,500,610,1,1,0,1,1,1,8,0,1,5,4,u2r
584,icmp,smtp,SH,4269,449,0,1,0,1,0,0,0,0,0,1,4,probe
289,icmp,ssh,SH,3228,9869,1,1,0,3,0,1,0,0,0,3,1,normal
409,icmp,smtp,S0,6491,2418,0,0,1,3,1,0,1,0,0,4,1,probe
935,icmp,telnet,REJ,4834,10310,1,1,0,3,1,0,0,0,0,6,2,probe
125,icmp,ftp,REJ,1143,1180,1,0,0,2,1,1,7,1,1,2,2,u2r
587,icmp,dns,RSTO,346,14363,0,0,0,0,0,1,1,0,0,5,1,normal
373,tcp,eco_i,S0,2636,1043,0,1,0,5,0,1,1,0,0,5,4,normal
757,udp,dns,RSTO,4186,14507,0,1,1,1,0,0,1,0,0,8,1,probe
1378,icmp,dns,S0,125288,293,1,2,0,6,0,0,4,0,0,6,1,dos
2138,tcp,ftp,S0,142341,67,0,2,0,5,0,0,3,0,0,2,0,dos
278,tcp,dns,RSTR,347,874,1,0,0,3,2,1,6,0,0,1,4,r2l
984,tcp,finger,RSTO,8785,4968,1,0,0,0,0,1,1,0,0,3,3,normal
532,udp,eco_i,SH,1486,393,0,1,0,3,0,1,7,1,0,5,3,u2r
1675,icmp,http,SF,39967,118,0,2,0,1,1,0,4,0,0,9,0,dos
218,icmp,telnet,SF,975,754,1,0,0,0,0,1,4,1,1,2,3,u2r
895,udp,ftp,RSTR,29056,387,0,2,2,4,1,0,2,0,0,0,1,dos
1327,icmp,eco_i,RSTR,25853,311,1,0,2,0,0,0,4,0,0,4,2,dos
280,udp,ftp,SH,489,883,1,1,0,6,5,1,3,0,0,9,3,r2l
953,udp,http,SH,5016,9548,1,1,1,4,0,1,0,0,0,7,4,probe
3319,icmp,finger,S0,128426,277,0,2,1,5,0,0,5,0,0,2,0,dos
433,tcp,eco_i,S0,902,12491,1,1,0,4,1,1,4,0,0,3,1,probe
227,tcp,dns,RSTO,615,865,0,1,0,1,0,1,5,0,1,4,4,u2r
642,tcp,ssh,REJ,5435,16964,0,1,1,6,0,1,1,0,0,4,2,probe
994,tcp,telnet,RSTR,1589,9032,0,1,0,3,0,1,1,0,0,8,2,normal
3075,icmp,http,SH,119778,276,1,2,2,2,1,0,1,0,0,9,0,dos
491,udp,http,RSTR,824,8544,1,1,0,5,1,0,0,0,0,8,4,probe
855,icmp,dns,SF,2897,2151,1,1,0,0,1,1,4,0,0,7,0,probe
418,icmp,dns,SF,902,693,1,0,0,6,1,1,3,1,0,5,4,u2r
585,udp,finger,S0,10459,10998,0,0,0,5,0,1,1,0,0,9,2,normal
942,icmp,telnet,SH,4783,6228,0,1,1,2,0,1,0,0,0,5,2,probe
188,tcp,http,REJ,11525,11075,0,0,0,6,1,1,0,0,0,7,3,normal
3321,icmp,telnet,SF,85981,158,0,1,2,3,1,0,3,0,0,1,2,dos
230,udp,telnet,REJ,3168,1001,1,0,0,2,1,0,0,0,0,3,3,probe
585,icmp,http,SH,5091,8772,1,0,0,2,1,1,2,0,0,3,0,probe
531,icmp,http,SH,4537,13797,1,0,0,6,1,0,1,0,0,8,0,probe
970,udp,dns,SF,3280,887,1,0,1,2,1,1,2,0,0,1,0,probe
2822,icmp,finger,REJ,64386,146,1,1,2,3,0,0,5,0,0,4,4,dos
796,tcp,finger,RSTO,3482,13124,0,0,0,6,1,1,0,0,0,3,4,probe
231,tcp,smtp,RSTR,1274,324,0,0,0,6,0,1,8,1,1,0,2,u2r
638,tcp,ssh,RSTR,4788,14711,1,1,1,1,1,1,1,0,0,6,1,probe
3756,tcp,finger,RSTR,92400,301,0,2,2,5,1,0,5,0,0,7,2,dos
661,udp,ssh,SF,3925,20045,0,0,1,4,1,0,4,0,0,7,4,probe
508,udp,dns,REJ,5183,11293,0,0,0,0,1,1,0,0,0,7,4,normal
179,icmp,smtp,RSTO,619,639,1,1,0,5,2,0,1,0,0,6,0,r2l
2870,tcp,http,RSTO,87958,173,0,0,2,3,1,0,1,0,0,7,4,dos
122,udp,ssh,SF,188,351,0,0,0,2,4,0,4,0,0,7,4,r2l
1293,udp,smtp,REJ,19505,292,1,0,0,5,1,0,5,0,0,5,3,dos
640,udp,smtp,S0,6753,3393,0,1,0,5,0,0,4,0,0,9,3,probe
2677,udp,dns,RSTO,82428,67,0,2,0,0,1,0,3,0,0,4,3,dos
58,icmp,smtp,S0,1398,3862,0,1,0,2,0,1,0,0,0,8,3,probe
419,icmp,dns,RSTO,6644,6061,0,0,0,0,1,1,2,0,0,8,1,normal
370,icmp,ftp,S0,5761,14660,0,1,1,2,1,1,1,0,0,8,4,probe
872,udp,finger,RSTO,5247,14921,1,0,0,6,1,1,0,0,0,8,2,normal
246,icmp,telnet,RSTO,7860,12183,1,1,1,1,1,1,4,0,0,9,3,probe
101,icmp,ftp,SF,4683,17448,0,1,0,3,0,1,3,0,0,1,4,probe
801,icmp,ftp,REJ,7109,16923,1,1,1,1,1,0,0,0,0,2,1,probe
54,icmp,dns,SF,3347,14436,1,1,1,1,1,0,2,0,0,0,3,probe
190,udp,http,SH,3380,1482,1,1,1,2,0,1,1,0,0,2,1,probe
3679,icmp,smtp,RSTO,132929,19,1,1,1,2,1,0,0,0,0,3,0,dos
127,icmp,eco_i,SH,6345,7057,1,1,0,0,0,1,1,0,0,8,3,normal
360,icmp,smtp,S0,405,9037,1,1,0,4,1,1,0,0,0,4,1,normal
102,tcp,eco_i,S0,7560,2774,0,0,0,0,0,1,2,0,0,1,0,normal
853,tcp,ftp,SH,462,15582,0,1,0,1,1,0,3,0,0,0,0,probe
202,udp,eco_i,SH,1012,9501,1,1,0,0,1,0,0,0,0,7,3,probe
607,icmp,dns,SF,1884,12169,0,1,0,6,0,1,1,0,0,7,0,probe
310,tcp,ssh,REJ,1003,878,0,1,0,2,0,1,9,1,0,7,1,u2r
2879,udp,ssh,S0,91784,115,1,0,2,4,1,0,3,0,0,5,1,dos
155,icmp,smtp,S0,1140,539,0,1,0,5,0,1,4,1,1,6,0,u2r
75,udp,ftp,RSTO,6026,7594,0,0,1,5,1,1,0,0,0,9,4,probe
670,tcp,ssh,RSTO,7077,4003,0,1,0,2,1,1,2,0,0,5,2,probe
739,udp,smtp,SH,1124,4163,0,1,1,5,0,1,0,0,0,3,0,probe
231,icmp,smtp,RSTR,1279,1351,1,0,0,2,1,1,5,0,1,3,1,u2r
1184,icmp,ftp,RSTO,79046,61,1,0,0,5,0,0,0,0,0,9,3,dos
250,udp,ssh,SF,131,190,0,1,0,3,5,0,6,0,0,2,3,r2l
723,tcp,smtp,RSTO,4514,16528,0,0,0,2,1,1,4,0,0,4,1,probe
753,udp,smtp,RSTO,7910,2165,1,1,0,1,0,0,4,0,0,8,4,probe
295,tcp,dns,RSTR,605,676,0,0,0,2,5,1,5,0,0,4,2,r2l
707,tcp,ssh,RSTR,2435,2906,0,1,0,0,0,1,0,0,0,1,2,normal
911,udp,ftp,REJ,123595,250,1,1,1,5,0,0,1,0,0,1,1,dos
2400,icmp,telnet,RSTR,155041,138,0,0,1,0,0,0,4,0,0,7,0,dos
227,icmp,ftp,S0,520,60,1,1,0,6,5,0,3,0,0,1,1,r2l
382,udp,smtp,RSTR,3520,8217,1,1,0,2,0,0,2,0,0,3,4,probe
1666,icmp,ftp,SF,92121,204,1,0,0,2,1,0,3,0,0,4,2,dos
615,icmp,ftp,SH,1666,4268,1,0,1,6,1,1,4,0,0,4,3,probe
4003,udp,ftp,S0,23974,76,1,1,2,2,1,0,5,0,0,8,0,dos
190,udp,ssh,SF,540,432,0,0,0,3,3,0,6,0,0,7,2,r2l
430,tcp,finger,RSTR,4850,565,0,1,1,5,0,1,4,0,0,8,1,probe
1482,tcp,dns,RSTO,98903,50,0,1,2,3,0,0,5,0,0,2,1,dos
1392,udp,telnet,SH,3750,7062,1,1,0,2,1,1,0,0,0,9,0,normal
318,udp,http,SF,6997,8000,1,0,0,0,0,1,1,0,0,6,2,normal
2374,udp,smtp,RSTO,36882,401,0,1,0,3,0,0,2,0,0,0,3,dos
71,udp,eco_i,REJ,201,533,1,0,0,1,1,1,9,1,1,4,0,u2r
16,udp,ftp,REJ,721,99,1,1,0,0,0,1,3,0,0,4,3,u2r
805,udp,eco_i,SH,1168,16122,1,0,1,0,1,1,2,0,0,2,2,probe
161,tcp,ftp,REJ,4000,17538,1,0,0,2,0,1,4,0,0,9,1,probe
226,udp,finger,SH,530,717,0,1,0,5,1,1,5,1,0,0,0,u2r
415,udp,smtp,RSTR,6633,16437,1,1,1,3,1,0,3,0,0,0,4,probe
1388,tcp,http,RSTO,3043,1780,0,0,0,3,0,1,1,0,0,7,1,normal
536,tcp,ssh,REJ,4171,7498,0,0,0,3,1,0,0,0,0,8,1,probe
824,udp,ftp,RSTO,6220,15675,0,1,0,6,1,0,2,0,0,7,4,probe
211,icmp,telnet,SH,2771,6223,0,1,1,1,1,1,2,0,0,7,2,probe
630,icmp,smtp,S0,5278,3684,0,1,0,4,1,1,1,0,0,0,2,probe
27,icmp,telnet,REJ,1315,1105,0,1,0,2,0,1,7,1,1,1,3,u2r
2412,tcp,eco_i,REJ,93804,223,1,2,1,6,1,0,0,0,0,6,2,dos
3131,icmp,ftp,S0,75138,324,1,2,1,2,0,0,5,0,0,7,2,dos
1102,tcp,http,REJ,5652,6108,1,1,1,1,0,0,0,0,0,5,2,probe
149,tcp,ftp,REJ,401,708,0,0,0,2,5,1,1,0,0,5,2,r2l
890,tcp,ftp,RSTO,121971,365,0,2,0,2,0,0,5,0,0,0,4,dos
388,tcp,dns,S0,5602,5260,0,0,0,5,0,1,2,0,0,5,2,normal
3433,icmp,http,SF,68906,113,0,1,0,0,1,0,0,0,0,3,3,dos
1112,tcp,eco_i,RSTR,3317,17423,1,0,0,1,0,1,1,0,0,3,2,normal
797,tcp,ftp,S0,5850,21852,1,0,1,3,0,0,0,0,0,3,2,probe
226,udp,telnet,SF,103,567,1,0,0,4,3,1,2,0,0,1,2,r2l
384,icmp,dns,RSTO,6015,2854,1,1,0,2,0,1,1,0,0,1,4,normal
2417,tcp,ssh,RSTR,59867,257,0,1,1,4,0,0,0,0,0,4,1,dos
317,icmp,eco_i,RSTR,7211,6541,0,1,0,4,0,1,1,0,0,9,1,normal
130,udp,http,SH,1522,1260,0,1,0,1,1,1,3,1,1,7,4,u2r
226,tcp,http,RSTR,687,1009,1,0,0,1,1,1,4,1,1,2,2,u2r
2864,tcp,dns,SH,104843,390,1,1,0,0,0,0,1,0,0,2,4,dos
4783,icmp,ssh,SF,103574,282,0,0,2,6,1,0,2,0,0,8,2,dos
690,icmp,finger,SF,1474,5121,1,1,0,6,0,0,3,0,0,4,3,probe
228,icmp,telnet,RSTR,3090,13136,0,1,0,5,0,1,2,0,0,4,3,normal
1773,icmp,smtp,RSTR,93529,245,0,2,0,1,1,0,5,0,0,3,3,dos
222,tcp,eco_i,S0,226,283,1,1,0,6,5,1,6,0,0,2,2,r2l
205,udp,ftp,S0,375,449,1,0,0,1,2,0,4,0,0,8,1,r2l
3770,udp,finger,SH,63694,243,1,0,1,1,0,0,5,0,0,2,1,dos
3318,udp,ftp,SH,121091,366,0,2,2,5,0,0,4,0,0,7,0,dos
340,tcp,eco_i,REJ,318,308,1,1,0,1,5,1,5,0,0,6,2,r2l
1055,icmp,eco_i,S0,10140,5086,0,1,0,5,0,1,0,0,0,5,0,normal
170,icmp,ftp,RSTO,203,528,1,0,0,0,2,1,5,0,0,4,1,r2l
1309,icmp,finger,SF,11417,14140,0,1,0,2,0,1,2,0,0,5,3,normal
2650,icmp,ssh,S0,28517,329,1,2,0,0,0,0,2,0,0,4,4,dos
807,udp,smtp,RSTR,7609,9805,0,1,0,0,0,1,1,0,0,6,2,normal
788,tcp,finger,REJ,6498,3895,0,1,0,4,1,0,3,0,0,5,4,probe
496,udp,ssh,RSTO,4595,8889,1,1,1,1,0,1,1,0,0,1,2,probe
964,udp,telnet,SF,2692,11302,0,1,1,0,0,0,1,0,0,7,3,probe
251,tcp,smtp,S0,4067,12522,0,0,0,4,0,1,1,0,0,7,4,normal
2072,icmp,dns,REJ,128629,270,1,1,1,4,1,0,1,0,0,9,2,dos
325,tcp,telnet,RSTO,2361,15185,1,1,0,6,1,0,1,0,0,2,4,probe
371,icmp,smtp,S0,772,295,0,1,0,3,1,1,8,1,1,7,1,u2r
967,tcp,finger,SF,3659,21817,1,1,0,3,0,0,0,0,0,8,0,probe
885,icmp,smtp,REJ,2035,4215,0,0,0,2,1,1,2,0,0,2,2,normal
290,udp,eco_i,S0,4974,5346,0,0,0,0,1,1,4,0,0,4,1,probe
1128,udp,finger,REJ,5350,7460,1,1,0,3,0,1,1,0,0,5,4,normal
72,icmp,ssh,SF,3964,16998,1,1,1,2,1,1,2,0,0,4,3,probe
915,icmp,finger,RSTR,3112,17439,0,0,0,4,1,1,3,0,0,9,1,probe
408,udp,eco_i,SH,2271,14745,0,0,0,6,0,1,0,0,0,8,4,normal
276,tcp,http,S0,4892,9001,0,0,0,1,0,1,1,0,0,0,3,normal
452,udp,ssh,RSTR,4464,20626,1,1,0,5,1,1,0,0,0,4,3,probe
630,icmp,http,S0,8671,6259,1,0,0,0,1,1,1,0,0,2,1,normal
2320,tcp,dns,S0,33469,295,1,1,2,2,0,0,2,0,0,5,0,dos
1013,tcp,dns,SF,9540,9218,1,0,0,6,1,1,1,0,0,4,3,normal
2656,udp,http,SH,94788,182,1,1,1,3,1,0,1,0,0,9,3,dos
2086,udp,ssh,REJ,161659,46,1,2,0,2,1,0,1,0,0,6,3,dos
2331,udp,ssh,SH,54262,158,0,2,0,0,1,0,2,0,0,9,4,dos
4804,icmp,finger,SF,65281,44,0,2,0,4,0,0,5,0,0,1,1,dos
532,tcp,eco_i,S0,3304,13789,1,1,1,3,1,0,0,0,0,8,2,probe
1563,tcp,finger,REJ,122523,24,0,2,2,0,0,0,4,0,0,7,1,dos
1900,udp,telnet,REJ,68126,105,0,0,2,6,0,0,1,0,0,6,2,dos
1633,tcp,dns,RSTR,152823,89,0,2,1,0,1,0,2,0,0,7,2,dos
1377,icmp,telnet,SF,78020,327,1,1,0,5,0,0,4,0,0,9,1,dos
85,icmp,telnet,SH,229,826,1,1,0,4,5,1,5,0,0,9,2,r2l
546,icmp,smtp,SH,3433,1270,0,1,0,0,0,1,2,0,0,1,0,probe
3402,icmp,http,S0,84650,261,1,2,1,5,1,0,0,0,0,1,3,dos
191,tcp,ssh,RSTR,363,108,0,1,0,6,2,1,6,0,0,6,3,r2l
2480,tcp,finger,SF,147255,265,1,1,1,1,0,0,1,0,0,2,3,dos
3059,udp,http,SH,134623,247,0,0,0,3,0,0,1,0,0,5,3,dos
1952,icmp,telnet,S0,40573,166,1,0,1,3,0,0,1,0,0,8,2,dos
719,tcp,dns,SH,2006,1982,0,0,1,3,0,0,1,0,0,9,4,probe
392,tcp,finger,RSTO,4041,14661,0,1,1,6,1,0,3,0,0,0,1,probe
1338,tcp,ftp,RSTR,4883,9305,0,1,0,3,0,1,1,0,0,2,2,normal
262,icmp,dns,RSTO,424,197,0,1,0,0,4,1,3,0,0,5,1,r2l
1098,icmp,telnet,RSTO,2711,12380,0,0,0,2,1,1,0,0,0,1,0,normal
893,icmp,ftp,RSTO,8179,15708,1,1,0,0,0,1,1,0,0,4,4,normal
1359,tcp,ssh,REJ,88930,239,1,2,2,1,0,0,2,0,0,9,4,dos
344,tcp,finger,S0,520,960,1,1,0,3,1,1,4,1,1,3,0,u2r
627,udp,telnet,SF,2313,12996,0,1,0,0,0,1,0,0,0,5,3,normal
240,udp,eco_i,RSTO,506,422,0,1,0,5,2,0,1,0,0,9,3,r2l
375,icmp,http,RSTO,191,1055,0,0,0,1,1,1,4,0,0,2,3,u2r
3107,icmp,smtp,SH,16664,48,0,2,2,2,1,0,1,0,0,4,1,dos
210,icmp,ssh,SF,5710,11818,1,0,1,1,0,0,3,0,0,8,1,probe
58,tcp,ftp,REJ,469,1382,0,1,0,2,0,1,5,1,0,4,4,u2r
263,udp,smtp,S0,349,172,0,1,0,2,5,1,4,0,0,7,3,r2l
1096,tcp,eco_i,RSTO,1059,7140,1,0,0,4,1,0,3,0,0,5,0,probe
354,icmp,dns,RSTO,1009,921,0,1,0,0,0,1,5,0,1,9,3,u2r
551,icmp,finger,RSTR,6195,18426,0,1,0,2,1,0,3,0,0,0,0,probe
3177,tcp,ssh,SF,60038,155,0,2,0,0,0,0,1,0,0,6,4,dos
262,udp,http,SH,6663,7745,0,1,1,0,0,0,4,0,0,6,3,probe
3036,udp,ftp,REJ,125079,46,1,2,0,6,0,0,5,0,0,2,0,dos
2455,tcp,http,REJ,52417,47,0,0,1,2,1,0,4,0,0,0,3,dos
339,icmp,telnet,RSTR,2641,7654,1,0,1,2,1,0,2,0,0,9,0,probe
85,icmp,http,S0,304,800,1,1,0,5,4,1,5,0,0,9,4,r2l
351,tcp,smtp,RSTO,3672,9145,1,0,0,6,0,1,1,0,0,6,0,normal
1495,icmp,eco_i,S0,72829,306,0,2,1,6,0,0,1,0,0,4,4,dos
66,icmp,eco_i,SF,66,134,1,1,0,5,5,1,2,0,0,1,3,r2l
47,icmp,ftp,SH,1354,1596,0,0,0,4,0,1,4,1,0,5,0,u2r
231,tcp,telnet,SH,1210,18164,0,1,1,2,1,1,0,0,0,1,0,probe
